name,pos_tag
provolone,NN
braggs,NNS
sweeteners,NNS
microgreens,NNS
tonic,JJ
bihon,NN
neapolitan,NN
poppy,NN
anaheim,NN
extravirgin,NN
blueberries,NNS
everglades,VBZ
george,NN
clementine,NN
worcestershire,NN
philadelphia,NN
blanc,NN
fine,NN
lowmoisture,NN
flageolet,NN
bun,NN
amba,NN
burgers,NNS
hocks,NNS
chicharron,VBP
kashmiri,NN
apple,NN
stewing,VBG
heart,NN
unsmoked,VBD
angled,VBN
tostadas,NNS
mayer,NN
squash,NN
dukkah,NN
starchy,NN
pepperocini,NN
dijon,NN
i,PRP
thin,VBP
arame,JJ
glazed,JJ
duxelles,NNS
dry,JJ
honeydew,NN
gras,NNS
prepar,NN
hurst,NN
veggie,NN
instant,NN
bloody,NN
adzuki,NN
lemongrass,NN
sardi,NN
serrano,NN
pinot,RB
candlenuts,VBZ
marshmallows,NNS
beetroot,NN
maifun,NN
konnyaku,NN
egg,NN
bottom,NN
cannellini,NN
original,JJ
ghee,NN
gremolata,NN
morsels,NNS
cups,NNS
tongue,VBP
szechuan,JJ
quince,NN
butterflavored,VBD
russian,JJ
vay,NN
pistachios,NNS
bbq,VBP
gravenstein,NN
bob,NN
toulouse,NN
rotel,NN
brittle,NN
oreo,NN
linguisa,NN
nettle,NN
luncheon,NN
woods,NNS
merluza,VBP
moonshine,NN
onions,NNS
sambal,JJ
lakes,NNS
high,JJ
kinchay,NN
orang,NN
stock,NN
crumbs,NNS
comfort,NN
peppercorns,NNS
lettuces,NNS
cook,VBP
scallops,NNS
tabasco,IN
pistachio,NN
boneless,NN
cascabel,NN
browns,NNS
kefir,VBP
mesquite,JJ
mineral,JJ
herbes,NNS
tuscan,MD
ounc,VB
varnish,JJ
earth,NN
halibut,NN
nielsenmassey,NN
caul,NN
tree,NN
kraft,NN
capsicum,NN
kefalotyri,NN
franks,NNS
creations,NNS
spicy,NN
mission,NN
porridge,NN
seasoned,VBD
colby,NN
katakuriko,NN
scrubbed,VBD
abalone,NN
blanco,NN
petals,NNS
nioise,VBP
grind,JJ
calamari,NN
chickpea,NN
ripe,NN
fish,NN
free,JJ
gomashio,NN
mini,NN
jackfruit,NN
readymade,NN
rubbed,VBD
walnut,NN
teriyaki,NN
slices,NNS
marrow,VBP
linguine,NN
chimichurri,NN
evans,NNS
menta,VBP
root,NN
ornamental,NN
frozen,VBN
vitamin,NN
casa,NN
sprouts,NNS
petrale,VBP
yoplait,NN
crouton,NN
angel,NN
buttercream,NN
crabs,NNS
cholula,VBP
lowfat,JJ
piloncillo,NN
beer,NN
malted,VBD
calimyrna,NN
cutlets,NNS
passion,NN
linguica,NN
beans,NNS
iodized,VBD
maraschino,RB
capon,IN
frache,PRP
wholemilk,VBP
pilsner,NN
chambord,NN
germ,NN
zero,NN
great,NN
cornstarch,NN
himalayan,NN
tamarind,NN
arepa,NN
duck,NN
liverwurst,NN
yolks,NNS
nugget,VBP
tip,NN
haas,NNS
frosting,VBG
cajun,NN
hachiya,NN
butt,NN
pineapple,NN
fastrising,VBG
bicarbonate,NN
verjus,NN
genoa,NN
greens,NNS
stoneground,VBP
covered,VBN
speck,NN
belacan,NN
gravlax,NN
poultry,NN
kelp,NN
unseasoned,VBD
komatsuna,NN
sunchokes,NNS
jam,VBP
wieners,NNS
guinea,NN
bran,NN
spreadable,JJ
on,IN
chua,NN
lower,JJR
soymilk,NN
panch,NN
luke,NN
cocoa,NN
bison,NN
stickers,NNS
ponzu,VBP
pinhead,JJ
chestnut,NN
amchur,NN
knorr,NN
than,IN
canning,VBG
vanilla,NN
mentaiko,NN
icing,VBG
glaze,NN
slider,NN
strained,VBD
oleo,NN
breader,NN
aminos,NNS
batter,NN
jimmy,NN
di,NN
kabocha,NN
dungeness,NN
english,NN
nacho,NN
grain,NN
kim,NN
delallo,NN
neufchtel,NN
lager,NN
lavash,NN
clotted,VBD
hardboiled,VBN
savoiardi,NN
smoked,VBD
wide,JJ
softshelled,VBN
seasons,NNS
melissa,VBP
plus,RB
mesclun,VBN
snapper,NN
needles,NNS
mezzetta,VBP
meyer,NN
cheese,NN
nuggets,NNS
buns,NNS
rib,VBP
bouquet,NN
macadamia,NN
mani,NN
gemelli,NN
meatballs,NNS
beluga,VBP
kimchi,NN
lambs,NNS
hake,VBP
dijonnaise,NN
quarters,NNS
tyson,NN
sherbet,NN
obrien,NN
chipped,VBD
eye,NN
domino,NN
raw,NN
krispies,NNS
sides,VBZ
strips,NNS
secrets,NNS
gruyere,VBP
cavolo,NN
strip,NN
drain,NN
pickling,VBG
highfructose,NN
asti,NN
cai,NN
pignolis,VBZ
rosewater,NN
loaves,NNS
dash,VBP
stone,NN
boiled,VBN
holy,RB
kahlua,NN
converted,VBN
oz,NN
butterscotch,NN
beurre,NN
chat,WDT
passata,NN
granola,NN
vinegar,NN
jumbo,NN
thai,NN
mcintosh,NN
comino,NN
pillsbury,NN
caramels,NNS
cactus,VBZ
tofu,NN
alfalfa,NN
biga,NN
wild,NN
rump,NN
teleme,NN
couscous,JJ
game,NN
lite,NN
york,NN
jambalaya,NN
curls,NNS
boil,NN
jowl,NN
de,IN
pico,NN
guinness,NN
marmalade,NN
tradit,NN
neck,NN
country,NN
daiya,NN
fontina,NN
whipped,VBD
maple,NN
sliced,VBN
rendered,VBN
allpurpose,NN
herdez,NN
yuca,NN
genoise,NN
melon,NN
boar,NN
lasagna,NN
loosely,RB
teas,VBZ
shark,NN
yukon,NN
risotto,NN
masoor,NN
pop,NN
agave,NN
basa,NN
fuji,NN
chiltepn,NN
chrysanthemum,NN
nectar,NN
boston,NN
diced,VBD
togarashi,NN
sargento,IN
strawberries,NNS
sea,VBP
vegetablefilled,VBN
sablefish,JJ
margarita,NN
cabernet,NN
pods,NNS
tripe,VBP
awase,NN
nopalitos,NNS
jose,VBP
jamon,JJ
heavy,JJ
nori,NN
mix,NN
bndictine,NN
feta,NN
stew,NN
creole,NN
halfandhalf,NN
goya,NN
rich,NN
cuervo,NN
pekin,NN
hash,NN
demiglace,NN
chartreuse,NN
india,NN
doubl,NN
bagels,NNS
lime,VBP
pippin,NN
endive,JJ
shredded,VBN
cumin,NN
tortelloni,NN
macaroni,NN
dog,NN
despelette,NN
ume,NN
brownie,NN
millet,NN
hens,NNS
points,NNS
mixers,NNS
nigari,VBP
fava,NN
basil,NN
meringue,NN
groundnut,NN
sicilian,NN
breadstick,NN
irish,NN
min,NN
crush,NN
rose,VBD
pearled,VBN
inch,NN
whipping,NN
marshmallow,NN
tokyo,NN
bulb,NN
tamale,NN
chayotes,VBZ
flowering,VBG
buds,NNS
cordial,JJ
bottled,VBN
radish,JJ
hakusai,NN
demerara,NN
honeyflavored,VBD
nutmegs,NNS
ziti,VBP
methi,NN
sports,NNS
nilla,NN
vegetarian,NN
clove,NN
self,NN
kecap,NN
paper,NN
skippy,NN
split,NN
hamachi,NN
recip,NN
chana,NN
garlic,JJ
applesauce,NN
pizza,NN
originals,NNS
hand,VBP
jalapeno,RB
medal,JJ
galanga,NN
sumac,NN
mojo,NN
chik,NN
buckwheat,NN
orgeat,NN
grassfed,VBD
schmaltz,NN
ready,RB
thickeners,NNS
shichimi,VBP
gaeta,NN
baby,NN
toast,NN
oregano,NN
aonori,NN
daal,NN
gherkins,VBZ
uncle,NN
success,NN
pocket,NN
preshred,VBD
sirloin,NN
merlot,NN
hatch,NN
minute,NN
tostada,NN
london,NN
old,NN
silken,VBN
poppadoms,NNS
dressing,VBG
satsumas,NNS
style,NN
heads,NNS
standing,VBG
tamari,NN
farms,NNS
casing,VBG
shanks,NNS
smith,IN
cuban,NN
drummettes,NNS
granular,JJ
caribbean,NN
finely,RB
knoblauch,JJ
grape,NN
o,NN
flavor,NN
cashews,NNS
lettuce,VBP
confectioners,NNS
cavatappi,VBP
marzipan,JJ
yakisoba,NN
ti,NN
hero,NN
spumante,NN
quail,NN
vin,NN
evaporated,VBD
milk,NN
chicken,VBN
shavings,NNS
hogue,VBP
conchiglie,NN
dusting,VBG
prosciutto,NN
cereal,NN
beet,NN
kitchen,RB
squabs,VBZ
venison,NN
tots,NNS
california,VBP
pancakes,NNS
wingettes,NNS
ajwain,VBP
fats,NNS
potato,IN
manioc,NN
beets,NNS
chunky,VBP
ramen,NNS
mellow,VBP
minced,VBN
fettucine,NN
cool,NN
mixture,NN
sauterne,NN
sundae,NN
campari,NN
truva,NN
browning,VBG
bread,NN
chives,NNS
tube,VBP
crispcooked,VBN
world,NN
empanada,NN
ribeye,NN
cheong,IN
rub,NN
chowchow,NN
focaccia,NN
cantaloupe,NN
raita,NN
sausages,NNS
ms,NNS
sriracha,VBP
mature,NN
boiling,VBG
tenders,NNS
asada,NN
kidnei,NN
oilcured,VBD
king,VBG
nero,NN
triscuits,NNS
alum,NN
unsweeten,RB
winesap,VB
raspberry,JJ
chile,NN
quorn,NN
goose,NN
drambuie,NN
kippered,VBD
breakstones,NNS
romaine,NN
farmhouse,NN
panko,NN
pattypan,NN
barramundi,NN
rins,VBZ
pistou,PRP
caps,RB
gochugaru,VBP
dhaniya,NN
tonkatsu,NN
tangzhong,IN
powder,NN
virginia,NN
extralean,NN
protein,NN
freshly,RB
fri,NN
mozzarella,NN
doubledark,NN
homemade,NN
japanese,NN
barbecued,VBD
sprig,NN
navel,NN
efu,NN
no,DT
mullet,NN
anchovies,NNS
long,RB
romanesco,RB
buttermilk,VBP
peppercorn,NN
unbaked,VBN
mackerel,NN
cream,NN
deveined,VBD
chilean,JJ
mark,NN
ginseng,NN
mirlitons,NNS
collards,NNS
hellmann,VBP
shiraz,NN
dulong,IN
fructose,NN
hungarian,NN
bhaji,NN
striped,VBD
yucca,NN
marrons,NNS
caponata,VBP
chiles,NNS
thigh,IN
prego,NN
panela,NN
dinosaur,NN
wafer,NN
fregola,NN
challa,NN
turkish,NN
cola,NN
shao,NN
semisoft,NN
almond,NN
daisy,NN
compressed,VBD
sake,NN
skin,NN
husks,NNS
tips,NNS
darjeeling,VBG
chinkiang,NN
s,NNS
oscar,NN
herb,NN
chop,NN
gel,NN
galliano,NN
crawford,NN
epazote,NN
perilla,NN
roma,NN
peach,NN
parslei,NN
roast,NN
medjool,NN
pancake,NN
cucuzza,NN
sage,NN
fishcake,NN
soaking,VBG
benne,NN
caviar,NN
mushrooms,NNS
puff,NN
kernel,NN
key,NN
anglaise,NN
cava,NN
raisins,VBZ
for,IN
ham,NN
challenge,NN
d,NN
crumbled,VBD
herbs,NNS
freerange,VBP
ngo,RB
peppers,NNS
mi,VBP
mazola,NN
foccacia,NN
jack,NN
white,NN
thawed,VBD
brats,NNS
shrimp,VB
sansho,NN
breast,NN
gluten,NN
maggi,NN
spelt,VBD
pastis,NNS
leaf,IN
veal,NN
forest,NN
grade,NN
threads,NNS
citric,JJ
lard,NN
swiss,NN
coldsmoked,VBD
digestive,JJ
peel,NN
pho,NN
breadcrumbs,NNS
turkei,VBP
almonds,NNS
shaved,VBN
acorn,NN
apricots,NNS
croutons,NNS
radishes,NNS
blackening,VBG
tenderloin,NN
xuxu,NN
pak,NN
lemonlime,NN
matzos,NNS
bianco,VBP
smart,NN
brinecured,VBN
chipotle,NN
yuzu,NN
tamales,NNS
robusto,IN
zest,JJS
regular,JJ
butterflied,JJ
aquavit,NN
tails,NNS
cassia,VBP
lentil,IN
erythritol,NN
piquin,NN
jarred,VBD
choy,NN
pomegranate,NN
breadfruit,NN
bourbon,NN
fried,VBD
baileys,NNS
crema,VBP
petite,JJ
cloud,NN
cherrystone,NN
nibs,NNS
lowsodium,NN
panettone,NN
topside,NN
trumpet,NN
cookie,NN
sobrasada,NN
bratwurst,NN
gin,NN
flank,NN
octopuses,NNS
alphabet,VBP
crusty,NN
blue,NN
enchilada,NN
german,NN
young,NN
okra,NN
dried,VBD
pozole,NN
popped,VBN
crust,NN
hanout,IN
picante,NN
lambic,JJ
yellowtail,NN
equal,JJ
bells,NNS
rouille,VBP
wheatberries,NNS
eggplant,VBP
rome,NN
clam,NN
stir,NN
dulce,NN
swanson,NN
germain,NN
gizzards,NNS
grease,VBP
hen,VBN
roquefort,NN
lady,NN
feet,NN
hoja,NN
barbecue,NN
caesar,NN
juniper,NN
wafers,NNS
sum,NN
bhindi,NN
meatloaf,NN
summer,NN
wensleydale,NN
slivered,VBD
adobo,NN
matzo,NN
round,NN
garni,NN
button,NN
masago,RB
cox,NN
medallions,NNS
creamer,NN
kamut,NN
hummus,VBZ
jambon,NN
guy,NN
peppadews,NNS
ricard,VBP
half,NN
caramel,NN
calcium,NN
seitan,NN
gari,NN
banh,NN
lambrusco,NN
doenzang,NN
papaya,NN
nutritional,JJ
pete,NN
artisan,NN
refried,VBD
watermelon,NN
abura,NN
kampyo,NN
pepper,NN
meats,NNS
prepared,VBN
mam,NN
ketjap,NN
leaves,VBZ
chanterelle,NN
chilies,NNS
sanding,VBG
bottle,NN
absinthe,DT
tops,NNS
belly,RB
miso,RB
crosswise,VB
paso,RB
poblano,RB
pancetta,VB
coffee,NN
treacle,NN
calamata,NN
redcurrant,NN
ginkgo,NN
ladyfingers,NNS
strawberri,VBP
mexico,NN
lily,RB
nonfat,JJ
agar,NN
gingersnap,NN
road,NN
tomate,NN
sheets,NNS
moisture,VBP
rusk,NN
tumeric,JJ
moong,NN
jarlsberg,NN
spice,NN
scotch,NN
squid,VBD
prime,JJ
pit,NN
morton,NN
filo,NN
wine,NN
lotus,NN
highgluten,NN
rape,NN
cheesi,NN
nian,NN
hickoryflavored,VBD
yuzukosho,NN
oriental,NN
sections,NNS
wondra,VBP
saltines,NNS
poolish,JJ
evapor,NN
knox,NN
anejo,NN
rolls,NNS
tobiko,VBP
kalonji,NN
gourmet,NN
shoots,NNS
btarde,VBP
block,NN
herbed,VBN
neutral,JJ
firm,NN
tangelos,NNS
gao,VBP
mostaccioli,NN
baking,VBG
pane,NN
finger,NN
wraps,NNS
snail,VBP
semisweet,JJ
honeycomb,NN
colouring,VBG
frisee,NN
base,NN
mexican,NN
yellowfin,NN
cornonthecob,NN
soba,NN
saltine,NN
umeboshi,NN
colman,NN
mortadella,NN
gum,NN
chevre,NN
padron,NN
pickles,NNS
butter,NN
garbonzo,NN
cocktail,NN
pat,NN
delicata,NN
razor,NN
whey,NN
kirsch,NN
fennel,NN
pangasius,VBZ
dress,NN
hazelnuts,NNS
sazon,VBP
bliss,NNS
chvre,VBP
moose,JJ
mae,NN
mo,NN
mian,NN
helix,NN
breasts,NNS
peppermint,VBP
dillweed,VBN
boned,VBN
roti,NN
bag,NN
breakstone,NN
date,NN
mushroom,NN
tipo,NN
crisps,NNS
hog,VBP
century,NN
artichoke,NN
cholesterol,NN
barolo,NN
flour,NN
korma,NN
carambola,NN
roots,NNS
garnish,VBP
touch,JJ
mezcal,JJ
chipotl,NN
frangipane,NN
stem,NN
superfine,NN
loin,NN
tubettini,NN
gooseberries,NNS
gobo,VBP
bass,NN
broccolini,NN
bucatini,NN
kidneys,NNS
scallions,NNS
chilled,VBD
jujubes,NNS
chuka,VBP
andouille,JJ
gallo,NN
malt,NN
azteca,NN
carpaccio,NN
crostini,NN
tricolor,NN
gochujang,NN
edamame,NN
lingcod,NN
reposado,NN
pao,NN
guacamole,NN
asafetida,NN
mild,NN
drumstick,NN
burgundi,NN
anise,NN
olek,NN
dips,NNS
small,JJ
milkfat,JJ
fisher,NN
premium,NN
fiddlehead,NN
godiva,NN
hots,NNS
bolillo,VBP
miniature,NN
sofrito,IN
potatoes,NNS
cod,VBP
habanero,NN
scones,NNS
sodium,NN
jello,NN
souchong,IN
grapeseed,NN
beau,NN
guanabana,NN
chapatti,NN
terrine,NN
pan,NN
ferns,NNS
piece,VBP
conch,NN
brie,NN
bird,NN
escalopes,NNS
besan,VBP
preserv,NN
livers,NNS
vinaigrette,VBP
chong,JJ
globe,NN
brandy,NN
gold,NN
flan,NN
cucumber,NN
brownies,NNS
caper,NN
bark,NN
varieti,NN
xanthan,IN
clamato,NN
refrigerated,VBN
gravy,NN
salt,NN
sambuca,NN
pasta,NN
tahini,NN
cooked,VBD
crisco,NN
mizkan,NN
moss,NN
garbanzos,NNS
cookies,NNS
won,VBD
ripened,VBN
rolled,VBN
corn,NN
pancit,NN
eggplants,NNS
loaf,VBP
toor,NN
victoria,NNS
trotters,NNS
san,VBP
mein,NN
unbleached,VBD
breadcrumb,NN
glace,NN
verjuice,NN
tarragon,NN
fillet,NN
fruitcake,NN
citron,NN
scrub,NN
cassis,NN
confit,NN
lillet,NN
bacardi,NN
haricots,NNS
riblets,NNS
eaudevie,VBP
brill,NN
buttermargarine,NN
beaujolais,VBZ
pike,NN
avocado,NN
nido,NN
head,NN
kirby,NN
sack,NN
castelvetrano,NN
corned,VBD
farfalline,NN
tagliarini,NN
azuki,NN
cremini,NN
manischewitz,NN
flaxseed,VBD
gem,NN
huitlacoche,NN
collect,NN
wok,NN
beni,NN
shimeji,NN
mussels,NNS
single,JJ
stonefire,NN
texmex,NN
branston,NN
rennet,NN
preserved,VBD
grill,NN
marsala,NN
serving,VBG
blackened,VBN
rustic,JJ
bulgur,NN
ackee,NN
nosaltadded,VBD
cortland,NN
burrata,NN
knuckle,NN
reduction,NN
leg,NN
shellon,NN
ceci,NN
rye,NN
durum,NN
seed,NN
jerusalem,NN
delicious,JJ
cutlet,NN
guajillo,NN
saki,NN
paneer,NN
roasted,VBD
phyllo,NN
lapsang,NN
sprigs,NNS
acid,VBD
riso,RB
belgian,JJ
hominy,NN
maida,NN
stilton,NN
hoagi,NN
savoy,NN
phoran,NN
wax,NN
jimmies,NNS
consomme,VBP
parboiled,VBN
deep,NN
catfish,NN
homestyl,NN
indian,NN
best,JJS
culantro,NN
bar,NN
pompano,NN
chopmeat,NN
cipollini,NN
stuffing,VBG
osetra,NN
dragees,NNS
kappa,VBP
eau,NN
wheel,NN
brine,NN
less,RBR
nama,NN
cara,NN
ros,NNS
graham,VBP
currant,JJ
fiber,NN
goji,NN
tea,NN
dew,NN
yoghurt,NN
dolce,NN
condiments,NNS
dasheen,IN
saba,NN
knockwurst,NN
broilerfryers,NNS
loofah,VBP
cider,NN
chickpeas,NNS
lump,VB
bonnet,JJ
multigrain,NN
hock,NN
color,NN
center,NN
siu,NN
kielbasa,NN
wholemeal,NN
kirschwasser,NN
candied,VBD
thousand,NN
comice,NN
penne,NN
goat,NN
mixed,VBD
hubbard,NN
simple,NN
blackberry,NN
graviera,NN
lardons,NNS
alfredo,VBP
roux,NN
fast,RB
aioli,NN
nondairy,NN
apricot,NN
elmlea,NN
ibarra,NN
verde,NN
pollen,NN
gelatin,NN
centercut,NN
vinaigrett,NN
ox,NN
yardlong,IN
liver,NN
habas,NNS
liquorice,NN
cornish,NN
ducklings,NNS
assorted,VBD
cognac,NN
blacan,NN
grained,VBD
suet,NN
celtic,JJ
bananas,NNS
rotini,VBP
basmati,NN
energy,NN
opo,NN
choi,NN
pepperoni,NN
quinces,NNS
chunk,VBP
calabaza,NN
nashi,NN
kippers,NNS
sticky,JJ
mentsuyu,NN
juice,NN
poire,NN
levain,NN
romano,NN
satsuma,NN
rosemary,NN
a,DT
pompeian,JJ
catsup,NN
vegetable,JJ
dragon,NN
club,NN
poussins,VBZ
bowtie,NN
doubanjiang,NN
carrots,NNS
swordfish,VBP
pastry,NN
secret,NN
traditional,JJ
layer,NN
carp,NN
fettuccini,NN
breakfast,NN
tuong,IN
cherry,NN
buttery,NN
lamb,NN
tri,NN
grapefruit,NN
cocacola,NN
fry,NN
rack,NN
bologna,NN
imitation,NN
ratatouille,NN
jeera,NN
vegan,NN
safflower,NN
hoi,NN
amberjack,NN
enokitake,NN
hidden,NN
whites,VBZ
tempura,NN
mashed,VBD
gumbo,NN
atlantic,JJ
doughs,NNS
massaman,NN
straw,NN
masur,NN
sorrel,NN
back,RB
jerky,JJ
vermouth,NN
jasmine,NN
kochu,NN
canes,NNS
mahlab,VBP
mora,NN
chickenflavored,VBN
other,JJ
fig,NN
tsuyu,NN
balls,NNS
prebaked,VBD
longaniza,NN
ploy,NN
tallow,NN
capocollo,NN
tuttorosso,NN
baobab,NN
tbone,NN
bocconcini,NN
fryer,NN
sturgeon,NN
pig,NN
colada,NN
beverages,NNS
longan,VBD
ikura,NN
blackcurrant,NN
picholine,NN
soya,NN
granita,NN
spare,NN
syd,NN
ribs,NNS
spiced,VBD
verts,NNS
soy,VBP
borlotti,NN
campbell,NN
nonhydrogenated,VBD
fume,NN
mexicana,NN
coleslaw,NN
clarified,VBD
rajma,NN
shiitake,NN
chip,NN
cacao,NN
rounds,NNS
zatarains,VBZ
baguette,NN
woksaus,NN
sourdough,IN
bigoli,NN
kale,NN
rashers,NNS
fusilli,VBP
thaw,NN
cheek,NN
tater,NN
wasabi,NN
pearls,NNS
crushed,VBD
greekstyle,NN
angus,NN
nonstick,NN
salsify,NN
yu,NN
cubes,NNS
kalamansi,VBP
piecrusts,NNS
hibiscus,NNS
nostick,VBP
raki,NN
ben,NNS
stuffed,VBD
vodka,NN
stevia,IN
hickory,NN
quahog,NN
niblets,NNS
jus,VBZ
five,CD
roe,NN
grits,NNS
brazil,VBP
fire,NN
muscovy,NN
muscadine,NN
dumplings,NNS
bock,VBP
gorgonzola,NN
casera,NN
freezedried,VBD
garland,NN
cornflour,PRP$
hemp,NN
hanh,NN
frogs,NNS
canadian,JJ
sangria,NN
raising,NN
panetini,NN
seeds,NNS
framboise,VBP
brisket,NN
amarena,NN
hearts,NNS
earl,VBP
zesty,NN
channa,NN
walnuts,NNS
parmigiano,VBP
casings,NNS
salted,VBN
st,NN
filipino,NN
cauliflower,NN
hard,RB
mie,VB
cones,NNS
con,IN
bayonne,NN
carrot,NN
crunch,NN
large,JJ
stems,NNS
shelled,VBD
plums,NNS
bechamel,NN
cured,VBD
shortgrain,NN
pierogi,NN
el,NN
full,JJ
cardamon,NN
cornflake,NN
hing,VBG
fronds,NNS
chopped,VBD
soft,JJ
nigella,NN
broad,NN
wesson,NN
undrain,NN
coulis,VBZ
tilapia,NN
asakusa,NN
triple,NN
deepfried,VBD
refined,VBN
dashi,NN
pears,NNS
sprinkles,NNS
bordelaise,VBP
spiny,JJ
carnitas,NNS
lentilles,NNS
twists,NNS
msg,VBP
ahi,NN
cotto,IN
naan,NN
toasts,NNS
tail,VBP
parsley,NN
tapenade,NN
annatto,NN
beaters,NNS
colaflavored,VBD
hair,NN
tortillas,NNS
crookneck,VBP
master,NN
unsalt,NN
sandwich,NN
glucose,NN
crumb,NN
herring,VBG
oloroso,RB
kasseri,NN
blade,NN
tapioca,NN
thinli,NN
gai,NN
skate,NN
pad,NN
jamaica,NN
hsing,VBG
wagon,NN
